Email,Status,Details
user_875_1708@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_876_5382@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_877_8571@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_878_7973@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_879_3335@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_880_7950@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_881_4106@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_882_3518@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_883_9840@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_884_8906@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_885_6200@outlook.com,Error,SMTP Connect failed: Error connecting to outlook-com.olc.protection.outlook.com on port 25: [WinError 5] Access is denied
user_886_5855@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_887_8585@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_888_5091@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_889_6466@outlook.com,Error,SMTP Connect failed: Error connecting to outlook-com.olc.protection.outlook.com on port 25: [WinError 5] Access is denied
user_890_9563@outlook.com,Error,SMTP Connect failed: Error connecting to outlook-com.olc.protection.outlook.com on port 25: [WinError 5] Access is denied
user_891_6140@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_892_7508@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_893_8581@mailinator.com,Risky,Domain flagged as disposable
user_894_2496@outlook.com,Error,SMTP Connect failed: Error connecting to outlook-com.olc.protection.outlook.com on port 25: [WinError 5] Access is denied
user_895_5941@mailinator.com,Risky,Domain flagged as disposable
user_896_2256@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_897_7423@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_898_4645@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_899_7184@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_900_9590@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_901_1903@mailinator.com,Risky,Domain flagged as disposable
user_902_4769@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_903_3889@outlook.com,Error,SMTP Connect failed: Error connecting to outlook-com.olc.protection.outlook.com on port 25: [WinError 5] Access is denied
user_904_8664@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_905_5631@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_906_9722@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_907_8442@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_908_2694@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_909_1771@mailinator.com,Risky,Domain flagged as disposable
user_910_4646@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_911_9285@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_912_7721@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_913_1387@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_914_7807@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_915_7485@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_916_9383@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_917_9138@mailinator.com,Risky,Domain flagged as disposable
user_918_8752@mailinator.com,Risky,Domain flagged as disposable
user_919_9521@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_920_7416@mailinator.com,Risky,Domain flagged as disposable
user_921_9435@outlook.com,Error,SMTP Connect failed: Error connecting to outlook-com.olc.protection.outlook.com on port 25: [WinError 5] Access is denied
user_922_3137@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_923_5692@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_924_7882@outlook.com,Error,SMTP Connect failed: Error connecting to outlook-com.olc.protection.outlook.com on port 25: [WinError 5] Access is denied
user_925_8478@mailinator.com,Risky,Domain flagged as disposable
user_926_5774@mailinator.com,Risky,Domain flagged as disposable
user_927_6333@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_928_3315@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_929_1253@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_930_1835@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_931_9467@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_932_4768@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_933_7009@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_934_2642@outlook.com,Error,SMTP Connect failed: Error connecting to outlook-com.olc.protection.outlook.com on port 25: [WinError 5] Access is denied
user_935_4436@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_936_5798@mailinator.com,Risky,Domain flagged as disposable
user_937_7931@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_938_2967@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_939_8606@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_940_8712@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_941_7382@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_942_9077@outlook.com,Error,SMTP Connect failed: Error connecting to outlook-com.olc.protection.outlook.com on port 25: [WinError 5] Access is denied
user_943_2172@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_944_9740@mailinator.com,Risky,Domain flagged as disposable
user_945_8603@mailinator.com,Risky,Domain flagged as disposable
user_946_3656@outlook.com,Error,SMTP Connect failed: Error connecting to outlook-com.olc.protection.outlook.com on port 25: [WinError 5] Access is denied
user_947_8804@mailinator.com,Risky,Domain flagged as disposable
user_948_5977@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_949_2989@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_950_5704@mailinator.com,Risky,Domain flagged as disposable
user_951_1752@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_952_2658@outlook.com,Error,SMTP Connect failed: Error connecting to outlook-com.olc.protection.outlook.com on port 25: [WinError 5] Access is denied
user_953_3143@outlook.com,Error,SMTP Connect failed: Error connecting to outlook-com.olc.protection.outlook.com on port 25: [WinError 5] Access is denied
user_954_5880@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_955_5780@mailinator.com,Risky,Domain flagged as disposable
user_956_8136@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_957_5311@outlook.com,Error,SMTP Connect failed: Error connecting to outlook-com.olc.protection.outlook.com on port 25: [WinError 5] Access is denied
user_958_8379@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_959_3329@mailinator.com,Risky,Domain flagged as disposable
user_960_4499@mailinator.com,Risky,Domain flagged as disposable
user_961_6046@outlook.com,Error,SMTP Connect failed: Error connecting to outlook-com.olc.protection.outlook.com on port 25: [WinError 5] Access is denied
user_962_1866@mailinator.com,Risky,Domain flagged as disposable
user_963_5780@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_964_5580@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_965_2084@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_966_6883@mailinator.com,Risky,Domain flagged as disposable
user_967_2113@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_968_8082@outlook.com,Error,SMTP Connect failed: Error connecting to outlook-com.olc.protection.outlook.com on port 25: [WinError 5] Access is denied
user_969_6542@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_970_2305@mailinator.com,Risky,Domain flagged as disposable
user_971_1434@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_972_9937@outlook.com,Error,SMTP Connect failed: Error connecting to outlook-com.olc.protection.outlook.com on port 25: [WinError 5] Access is denied
user_973_7898@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_974_7811@mailinator.com,Risky,Domain flagged as disposable
user_975_3859@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_976_4418@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_977_9016@mailinator.com,Risky,Domain flagged as disposable
user_978_1859@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_979_1345@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_980_7272@mailinator.com,Risky,Domain flagged as disposable
user_981_7336@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_982_5609@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_983_1882@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_984_2069@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_985_4404@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_986_1076@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_987_4932@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_988_6135@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_989_9460@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_990_4998@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_991_4946@outlook.com,Error,SMTP Connect failed: Error connecting to outlook-com.olc.protection.outlook.com on port 25: [WinError 5] Access is denied
user_992_7940@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_993_6515@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_994_7832@mailinator.com,Risky,Domain flagged as disposable
user_995_5113@mailinator.com,Risky,Domain flagged as disposable
user_996_3996@gmail.com,Error,"SMTP Connect failed: Error connecting to alt1.gmail-smtp-in.l.google.com on port 25: Multiple exceptions: [WinError 5] Access is denied, [WinError 1231] The network location cannot be reached. For information about network troubleshooting, see Windows Help"
user_997_3231@yahoo.com,Error,SMTP Connect failed: Error connecting to mta5.am0.yahoodns.net on port 25: [WinError 5] Access is denied
user_998_5755@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
user_999_4417@nonexistent-xyz-123.com,Invalid,The domain name nonexistent-xyz-123.com does not exist.
